2.781137913608780141e-03 2.024323600146520352e-01 1.667370746542968796e-01
4.712225826965136567e-03 6.997410752821009439e-02 3.761728825927757036e-02
6.702469549837369173e-03 7.577277560727901928e-03 -3.854629607838833127e-02
8.698940253219543048e-03 6.033779970292751926e-03 -7.373140208283068819e-02
1.073468740938640295e-02 -1.989028736345754833e-02 -1.249406010562215119e-02
1.264964673826669134e-02 -9.199994348596751692e-03 -1.202290685737794629e-02
1.461474027302933978e-02 1.759025004135050807e-03 -1.176470359721448755e-02
1.659565757737930733e-02 -3.218594212796233034e-02 2.111338428729880867e-02
1.858393741048283698e-02 -9.179197830714191930e-03 -4.937177129062164660e-03
2.058647261405228621e-02 -4.564584119932546535e-03 -1.344463725715294711e-02
2.251658206675744706e-02 1.120724450036325592e-02 3.233388725521790796e-02
2.446206621825695177e-02 -1.103398868438631997e-02 1.287620104190034809e-02
2.646999770424321788e-02 -1.407092703832479863e-02 1.248507996256331687e-02
2.842767165725723286e-02 -4.746052320179217077e-03 4.080276922699743736e-03
3.037746918370138813e-02 8.785478654122824693e-03 -4.670944238154506323e-03
3.233634590138036169e-02 -7.040079460868375882e-03 3.775261409943930779e-02
3.430085781381853050e-02 -3.015958026494902633e-03 1.542700402578933705e-02
3.627991313540857715e-02 1.329286912913452134e-02 1.331943812817093509e-02
3.824905352881385195e-02 1.296022091351156647e-03 1.307783087860503457e-04
4.022225031461783978e-02 1.294397147638370882e-02 -4.519617788953933513e-03
4.218828067219750760e-02 8.297132480321822712e-03 -1.688806019744848452e-02
4.414693009602523727e-02 -1.188830031875853788e-02 -4.282272220634042448e-03
4.611176074292786670e-02 8.418220564931244709e-03 -8.517719768676101921e-03
4.805828493538349261e-02 -4.361349735026998076e-05 -3.562251500516588898e-03
5.002054981663733857e-02 1.078904199869934466e-02 3.575778830380738071e-03
5.200249952722258567e-02 -3.510749130076540325e-03 -1.023899109588821688e-02
5.397724560453284748e-02 -3.588242212089420846e-03 7.123759703838050683e-03
5.593016463186199771e-02 -6.171844717395513769e-03 1.092457881900465999e-02
5.788605477306454222e-02 4.254280415801448001e-03 -1.510248438507222346e-02
5.983771392814835055e-02 9.476164886971227830e-03 -2.779989459988474465e-03
6.180906004404405213e-02 3.063389382396586313e-03 5.459274619490361857e-04
6.378362909731505326e-02 -4.283637389825178943e-03 -1.231331637662880230e-02
6.575186461487403378e-02 6.468447321305026421e-03 -9.606854460602942680e-03
